#Z,label,M,rho,U0,N,energies,probabilities
14 Si 28.090 2.3210 18.470 3 [7.90 6.20 1.60] [0.08 0.92 0.88]
32 Ge 72.600 5.3500 12.500 3 [7.90 6.83 1.16] [0.12 0.88 0.86]

